pvals_adj,fc,AUROC,cluster,Gene,cell_type
7.608485303397708e-17,0.7997586,0.8863514033064206,NK-cell9,AC007785.1,NK-cell
9.253612577436084e-17,0.7798632,0.885274894271434,NK-cell9,AC004862.1,NK-cell
1.0807167123396138e-16,0.76610845,0.8843521722414456,NK-cell9,AL136537.1,NK-cell
1.0960925563228949e-16,0.76598966,0.8842752787389465,NK-cell9,LINC02232,NK-cell
1.1398201300594705e-16,0.79728526,0.8840445982314494,NK-cell9,LINC02251,NK-cell
1.2845942648332736e-16,0.7872142,0.8833525567089581,NK-cell9,AL109838.1,NK-cell
1.4090210891269967e-16,0.7833311,0.8828143021914648,NK-cell9,STRA6,NK-cell
1.5041316015552554e-16,0.7988021,0.8824298346789696,NK-cell9,AL590550.1,NK-cell
1.65673916523832e-16,0.7955608,0.8818915801614764,NK-cell9,AC112770.1,NK-cell
1.65673916523832e-16,0.77637464,0.8818915801614764,NK-cell9,LRRIQ1,NK-cell
1.9420410880757095e-16,0.7665591,0.8809688581314878,NK-cell9,LINCR-0003,NK-cell
1.9676028735430983e-16,0.79943913,0.8808919646289888,NK-cell9,AL713998.4,NK-cell
3.4389590046844466e-16,0.73962504,0.8776624375240292,NK-cell9,LINC02131,NK-cell
3.8762311444360295e-16,0.79529643,0.8769703960015378,NK-cell9,AC091946.1,NK-cell
3.9754402365054225e-16,0.7949541,0.8768166089965398,NK-cell9,ZNF704,NK-cell
4.847194851920123e-16,0.797169,0.8756632064590542,NK-cell9,LINC02315,NK-cell
4.911099254193332e-16,0.78793603,0.8755863129565551,NK-cell9,LINC01748,NK-cell
5.032511060083567e-16,0.76687217,0.8754325259515571,NK-cell9,AC244205.1,NK-cell
5.50143146753446e-16,0.7854025,0.8748942714340638,NK-cell9,AC005100.1,NK-cell
5.697312523158627e-16,0.7772608,0.8746635909265668,NK-cell9,AC007652.3,NK-cell
6.179602377311992e-16,0.7810682,0.8742022299115725,NK-cell9,AC007317.1,NK-cell
7.554105221993817e-16,0.76667076,0.8730488273740868,NK-cell9,AL357509.1,NK-cell
7.554105221993817e-16,0.7861648,0.8730488273740868,NK-cell9,AC121154.1,NK-cell
8.158301585835495e-16,0.7746928,0.8725874663590927,NK-cell9,PRR16,NK-cell
8.158301585835495e-16,0.79726785,0.8725874663590927,NK-cell9,CSNKA2IP,NK-cell
8.854692784365385e-16,0.7679149,0.8721261053440984,NK-cell9,AC017037.5,NK-cell
9.353906522278184e-16,0.7910779,0.8718185313341023,NK-cell9,COLEC10,NK-cell
1.0234910129129947e-15,0.7945285,0.871280276816609,NK-cell9,AC083837.1,NK-cell
1.0785148676831322e-15,0.7959173,0.8709727028066128,NK-cell9,AL356413.1,NK-cell
1.2312862832152462e-15,0.7877265,0.8702037677816225,NK-cell9,AL121974.1,NK-cell
1.649386732167677e-15,0.77466875,0.8685121107266436,NK-cell9,C15orf32,NK-cell
1.975845261997581e-15,0.7958242,0.8674356016916571,NK-cell9,CASC16,NK-cell
2.0281308228372967e-15,0.7962697,0.867281814686659,NK-cell9,AL591463.1,NK-cell
2.5480670177696516e-123,0.5415336,0.8275094696969697,Tc-Mem0,KLRC4-KLRK1,Tc-Mem
6.94081199687719e-93,0.78675264,0.8886872770511296,Tc-Mem2,FYN,Tc-Mem
4.612362087924018e-81,0.47784072,0.863127229488704,Tc-Mem2,KLRC4-KLRK1,Tc-Mem
2.527400242650405e-66,0.66201633,0.8282592152199763,Tc-Mem2,TIGIT,Tc-Mem
4.335429357136078e-66,0.5782639,0.8275315101070154,Tc-Mem2,AC022075.1,Tc-Mem
7.248062989832869e-62,0.6708999,0.816884661117717,Tc-Mem2,SLAMF7,Tc-Mem
2.0259927476280362e-60,0.5638973,0.8131343638525564,Tc-Mem2,RHOH,Tc-Mem
5.457694443755019e-60,0.75538206,0.8119393579072532,Tc-Mem2,CRTAM,Tc-Mem
8.768704103604114e-59,0.7589252,0.8087669441141498,Tc-Mem2,COTL1,Tc-Mem
4.5491072580691075e-34,0.667008,0.824171875,Tc-Mem5,SLAMF7,Tc-Mem
5.1185811153294374e-48,0.5594464,0.9242473409049937,Tc-Mem6,RORC,Tc-Mem
6.123159844754412e-31,0.67668176,0.8403942070789014,Tc-Mem6,SLAMF1,Tc-Mem
1.6034270120212024e-25,0.7369587,0.8081365302565952,Tc-Mem6,APOL3,Tc-Mem
3.202492469189289e-40,0.79684156,0.9214311142755429,Tc-Mem7,ROR1,Tc-Mem
4.940256233668983e-38,0.7727747,0.9073691705233179,Tc-Mem7,AL359232.1,Tc-Mem
1.3054872454547771e-36,0.7987169,0.8985226059095763,Tc-Mem7,AC008163.1,Tc-Mem
1.4227592361532099e-36,0.79163694,0.8982912068351727,Tc-Mem7,AC007785.1,Tc-Mem
3.638832925091729e-36,0.7733206,0.8957814168743325,Tc-Mem7,FYB2,Tc-Mem
1.2608445813106965e-35,0.79201806,0.8924172303310787,Tc-Mem7,MUC19,Tc-Mem
1.7980394403584678e-35,0.79292727,0.8914560341758633,Tc-Mem7,LINC02653,Tc-Mem
2.429254154722703e-35,0.781502,0.8906372374510503,Tc-Mem7,AC008662.1,Tc-Mem
4.257505005106503e-34,0.7991687,0.8830188679245283,Tc-Mem7,LINC02315,Tc-Mem
5.459701831521355e-34,0.773165,0.8823780704877181,Tc-Mem7,AL136372.2,Tc-Mem
8.890132098927826e-34,0.7861988,0.8810964756140975,Tc-Mem7,AC100801.1,Tc-Mem
9.47089357718488e-34,0.79546005,0.8809184763260947,Tc-Mem7,LINC01611,Tc-Mem
1.2204803754390249e-33,0.76763445,0.8802420790316838,Tc-Mem7,AC090791.1,Tc-Mem
2.312877762215893e-33,0.7872211,0.8785510857956569,Tc-Mem7,AL358134.1,Tc-Mem
3.0181893532971755e-33,0.77419746,0.8778390886436455,Tc-Mem7,MARCO,Tc-Mem
4.999734973380811e-33,0.78317463,0.8764862940548238,Tc-Mem7,AC007652.3,Tc-Mem
1.2338706807515893e-32,0.77834576,0.8740833036667853,Tc-Mem7,LYPLAL1-DT,Tc-Mem
7.788220007676208e-32,0.79784584,0.8691349234603062,Tc-Mem7,LINC00448,Tc-Mem
8.04791280905892e-32,0.77171004,0.8690459238163047,Tc-Mem7,AL355672.1,Tc-Mem
2.01255785145639e-31,0.78180254,0.8665895336418654,Tc-Mem7,AL133257.1,Tc-Mem
6.1056250827140486e-31,0.7785705,0.8634923460306159,Tc-Mem7,AC135895.1,Tc-Mem
8.222280316850668e-31,0.7799097,0.8626913492346031,Tc-Mem7,AC087379.1,Tc-Mem
1.9469297749890694e-30,0.7998753,0.8603417586329655,Tc-Mem7,LINC01428,Tc-Mem
3.2030118245551734e-30,0.79758555,0.8589711641153436,Tc-Mem7,LINC02045,Tc-Mem
7.849179971090454e-30,0.7893875,0.8565147739409043,Tc-Mem7,LINC01449,Tc-Mem
8.903188792278511e-30,0.7988006,0.8561587753648985,Tc-Mem7,SLCO1B1,Tc-Mem
1.3649734737970563e-29,0.7850773,0.8549661801352795,Tc-Mem7,LINC01202,Tc-Mem
7.400370517376707e-260,0.59773916,0.8942332474226804,Tc-Naive0,CD8B,Tc-Naive
7.635388279313728e-239,0.6401597,0.8778609575937932,Tc-Naive0,GRAP2,Tc-Naive
1.0688107035896243e-225,0.38501936,0.8672580773727282,Tc-Naive0,AP001107.3,Tc-Naive
2.2055718610883826e-217,0.6387012,0.8602352136252525,Tc-Naive0,LEF1,Tc-Naive
1.1794248778575542e-195,0.4932955,0.8414131416728664,Tc-Naive0,TCF7,Tc-Naive
1.67316802198695e-189,0.64148206,0.83596207753215,Tc-Naive0,FAM102A,Tc-Naive
4.066688683686724e-174,0.5999239,0.8218567329152938,Tc-Naive0,BCL11B,Tc-Naive
1.1185540707067768e-156,0.7804175,0.8050868848974386,Tc-Naive0,ITPKB,Tc-Naive
2.444693666103778e-156,0.75589186,0.8047431315761505,Tc-Naive0,RGS10,Tc-Naive
1.6723139051792578e-224,0.6015683,0.8828075684888272,Tc-Naive1,CD8B,Tc-Naive
5.911144818898047e-200,0.6503933,0.8612225413457897,Tc-Naive1,GRAP2,Tc-Naive
3.9801630307265064e-173,0.5024779,0.8362016317384169,Tc-Naive1,TCF7,Tc-Naive
6.136366755046705e-172,0.661907,0.8349375867945966,Tc-Naive1,LEF1,Tc-Naive
3.9796433522740085e-168,0.6379171,0.8311458464840298,Tc-Naive1,FAM102A,Tc-Naive
1.625647845138186e-163,0.58900243,0.8265380397045827,Tc-Naive1,BCL11B,Tc-Naive
1.0793538759165876e-144,0.47873926,0.8071218911753567,Tc-Naive1,AP001107.3,Tc-Naive
1.873969882524652e-140,0.7741943,0.8025862817194799,Tc-Naive1,ITPKB,Tc-Naive
2.4051750202092867e-38,0.5366363,0.8313395574706748,Tc-Naive3,KLRC4-KLRK1,Tc-Naive
4.7187439115994e-86,0.40113378,0.8493286844771406,Th-Mem3,CD2,Th-Mem
7.834354780901242e-84,0.58282536,0.8446929107985506,Th-Mem3,ICOS,Th-Mem
7.182798522457528e-79,0.65543735,0.8342466753680597,Th-Mem3,CD28,Th-Mem
3.5229757601143484e-75,0.6909645,0.826163507087376,Th-Mem3,SLAMF1,Th-Mem
5.841058971480318e-70,0.7714105,0.8144120626865399,Th-Mem3,TNFAIP8,Th-Mem
4.413558928389453e-69,0.5347005,0.8060161849335639,Th-Naive2,TCF7,Th-Naive
7.330650481765528e-69,0.7027677,0.8048993108822169,Th-Naive2,LEF1,Th-Naive
9.030959261279945e-68,0.6690014,0.802168813564825,Th-Naive2,FAM102A,Th-Naive
