feature,DMR,pvalue,odds_ratio,effect_size,fdr,-log10(FDR),log2(odds_ratio)
H3K4me3_NK-cell2,gDMR_B-Naive,7.851900006677361e-22,0.6096131012390233,0.044085573893155254,3.2067423556682332e-21,20.49393593187277,-0.7140341866600239
H3K4me3_NK-cell2,gDMR_Monocyte,0.8452703769183649,1.0084497040392322,0.0005627825660790106,0.8969462951579156,0.04723355964800486,0.012139131999820611
H3K4me3_NK-cell2,gDMR_NK-cell1,0.36766511966090765,0.9550575104933694,0.0036098390364263017,0.4535158582619318,0.343407522197634,-0.06634048466522051
H3K4me3_NK-cell2,gDMR_NK-cell2,6.368158687482925e-06,0.8136630415870286,0.017915361288139205,1.2949477498396242e-05,4.88774775468244,-0.2974966331679233
H3K4me3_NK-cell2,gDMR_Tc-Mem,2.1308265516935753e-25,0.7872937362863611,0.022269470289451084,9.957516385798824e-25,24.0018489702557,-0.3450260947073412
H3K4me3_NK-cell2,gDMR_Tc-Naive,1.6182934202152618e-87,0.5141690727746447,0.05654128634467238,1.4839445324992778e-86,85.8285823319948,-0.9596852600882607
H3K4me3_NK-cell2,gDMR_Th-Mem,4.199054550502179e-08,0.8152799954632104,0.014947998414113817,9.764308667674923e-08,7.010358500194104,-0.29463247886462157
H3K4me3_NK-cell2,gDMR_Th-Naive,1.0583113753100623e-157,0.43061069250615075,0.07041207974513732,2.2362579495682187e-156,100.0,-1.2155439513365243
H3K4me3_B-Naive,gDMR_B-Mem,0.9628186886752199,0.9970888836312384,0.0001626608625433891,0.9768891079251709,0.010154732647168518,-0.0042059781692735335
H3K4me3_B-Naive,gDMR_B-Naive,6.981736251982873e-21,0.6426346055896558,0.043039532733470824,2.7751844638399275e-20,19.556708144445714,-0.6379294234955112
H3K4me3_B-Naive,gDMR_Monocyte,0.9958039445042273,1.0008544248780935,1.5165635765446502e-05,0.9999188368368893,3.525014439874614e-05,0.0012321482203191665
H3K4me3_B-Naive,gDMR_NK-cell1,0.6196460957366853,1.0246701556047864,0.00198894344171376,0.6907064278165803,0.16070650236611003,0.03515957660273358
H3K4me3_B-Naive,gDMR_NK-cell2,0.0002532338021797178,0.8489202529190837,0.014522569757129363,0.000449166525034098,3.347592617803935,-0.23629906068725035
H3K4me3_B-Naive,gDMR_Tc-Mem,1.6428649582776444e-37,0.7552425496008255,0.027370277632744165,9.0730951104879e-37,36.042244536522304,-0.4049880479195269
